course_title,provider,level,rating,reviews,url,description,skills,source_dataset,it_label,quality_weight
Machine Translation,Karlsruhe Institute for Technology,Advanced,5.0,0.0,https://www.coursera.org/learn/machinetranslation,"Welcome to the CLICS-Machine Translation MOOC This MOOC explains the basic principles of machine translation. Machine translation is the task of translating from one natural language to another natural language. Therefore, these algorithms can help people communicate in different languages. Such algorithms are used in common applications, from Google Translate to apps on your mobile device. After taking this course you will be able to understand the main difficulties of translating natural languages and the principles of different machine translation approaches. A main focus of the course will be the current state-of-the-art neural machine translation technology which uses deep learning methods to model the translation process. You will be able to decide which concepts fit your machine translation application best. This course is taught by Prof. Dr. Alexander Waibel (http://isl.anthropomatik.kit.edu/english/21_74.php) and Assistant Professor Dr. Jan Niehus (https://www.maastrichtuniversity.nl/jan.niehues).",machine translation artificial neural networks log-linear model statistical machine translation language model neural machine translation beam search translation natural language processing n-gram data-science machine-learning,Coursera_IT_cleaned,core_it,1.0
TensorFlow for AI: Applying Image Convolution,Coursera Project Network,Beginner,5.0,0.0,https://www.coursera.org/learn/tensorflow-for-ai-applying-image-convolution,"This guided project course is part of the ""Tensorflow for AI"" series, and this series presents material that builds on the first course of DeepLearning.AI TensorFlow Developer Professional Certificate, which will help learners reinforce their skills and build more projects with Tensorflow. In this 1.5-hour long project-based course, you will discover convolutions, apply filters to images, apply pooling layers, and try out the convolution and pooling techniques on real images to learn about how convolutions work. At the end of the project, you will get a bonus deep learning project implemented with Tensorflow. By the end of this project, you will have learned how convolutions work and how to create convolutional layers to prepare for your own deep learning projects using convolutional neural networks. This class is for learners who want to use Python for building convolutional neural networks with TensorFlow, and for learners who are currently taking a basic deep learning course or have already finished a deep learning course and are searching for a knowledge-based course about convolutions in images with TensorFlow. Also, this project provides learners with needed knowledge about building convolutional neural networks and improves their skills in applying filters to images which helps them in fulfilling their career goals by adding this project to their portfolios.",convolution artificial neural networks project mine ordered pair project materials tensorflow convolutional neural network series a round deep learning data-science machine-learning,Coursera_IT_cleaned,core_it,1.0
Promote the Ethical Use of Data-Driven Technologies,CertNexus,Advanced,5.0,0.0,https://www.coursera.org/learn/promote-ethical-data-driven-technologies,"The greatest risk in emerging technology is the perpetuation of bias in automated technologies dependent upon data sets. Solutions created with racial, gender or demographic bias, whether unintentional or not can perpetuate tragic inequities socially and economically. This is the first of five courses within the Certified Ethical Emerging Technologist (CEET) professional certificate and it is designed for learners seeking to advocate and promote the ethical use of data-driven technologies. Students will learn what emerging technologies are and how they can be used to create data driven solutions. You will learn types of bias and common ethical theories and how they can be applied to emerging technology, and examine legal and ethical privacy concepts as they relate to technologies such as artificial intelligence, machine learning and data science fields. Throughout the course learners begin to distinguish which types of bias may cause the greatest risk and which principles to apply to strategically respond to ethical considerations.",analysis criticism determinism bias virtue ethics legal solutions privacy deep learning principle data-science machine-learning,Coursera_IT_cleaned,core_it,1.0
TensorFlow for AI: Neural Network Representation,Coursera Project Network,Intermediate,5.0,0.0,https://www.coursera.org/learn/tensorflow-for-ai-neural-network-representation,"This guided project course is part of the ""Tensorflow for AI"" series, and this series presents material that builds on the first course of DeepLearning.AI TensorFlow Developer Professional Certificate, which will help learners reinforce their skills and build more projects with Tensorflow. In this 1.5-hour long project-based course, you will learn practically how to work on a deep learning task in the real world and create, train, and test a neural network with Tensorflow using real-world images, and you will get a bonus deep learning exercise implemented with Tensorflow. By the end of this project, you will have created a deep neural network with TensorFlow on a real-world dataset. This class is for learners who want to use Python for building neural networks with TensorFlow, and for learners who are currently taking a basic deep learning course or have already finished a deep learning course and are searching for a practical deep learning project with TensorFlow project. Also, this project provides learners with further knowledge about creating and training convolutional neural networks and improves their skills in Tensorflow which helps them in fulfilling their career goals by adding this project to their portfolios.",training deep learning tensorflow world file materials artificial neural networks series a round project mine modeling ordered pair data-science machine-learning,Coursera_IT_cleaned,core_it,1.0
Impute Data to Forecast Demand in Google Sheets,Coursera Project Network,Beginner,5.0,0.0,https://www.coursera.org/learn/impute-data-to-forecast-demand-in-google-sheets,"This course will introduce you to cleaning data and replacing missing values with imputed data to support demand forecasting. Demand forecasts are used to maximize revenue, build efficiencies in operational planning, and to drive future growth. Forecasting techniques can be applied to make realistic predictions of outcomes of everything from how demand affects pricing and sales opportunities to operational planning for electrical utilities and healthcare facilities. We can only have confidence in the demand predictions we produce, when we also have confidence in the data quality feeding those predictions. Ensuring that confidence requires using clean data with no missing values for our forecast models. Handling missing data is an essential part of prepping clean data for a demand forecast. In this course, we will review the principles of applying central measures of tendency and regression techniques to impute missing values. As you clean the data, you will visualize it with charts, replace inconsistent values and impute values while comparing the outcomes of the statistical techniques you have applied. When your data is clean, you will create a demand forecast. You will do this as we work side-by-side in the free-to-use software Google Sheets. By the end of this course, you will understand use cases for imputing missing values and be able to confidently apply multiple statistical imputation techniques in any spreadsheet software. Note: This course works best for learners who are based in the North America region. We re currently working on providing the same experience in other regions.",spreadsheet spreadsheet software linearity missing data forecasting imputation (statistics) project moving average demand evaluation data-science machine-learning,Coursera_IT_cleaned,core_it,1.0
Structured Query Language (SQL) using SAS,SAS,Advanced,5.0,0.0,https://www.coursera.org/learn/sas-sql,"Course Description In this course, you learn about Structured Query Language (SQL) and how it can be used in SAS programs to create reports and query your data. By the end of this course, a learner will be able to ?\tQuery and subset data. ?\tSummarize and present data. ?\tCombine tables using joins and set operators. ?\tCreate and modify tables and views. ?\tCreate data-driven macro variables using a query. ?\tAccess DBMS data with SAS/ACCESS technology.",join (sql) having (sql) sql pro*c rowing null coalescing operator databases macro (computer science) order by modulo operation data-science data-analysis,Coursera_IT_cleaned,core_it,1.0
Machine Learning Rapid Prototyping with IBM Watson Studio,IBM,Advanced,5.0,0.0,https://www.coursera.org/learn/ibm-rapid-prototyping-watson-studio-autoai,"An emerging trend in AI is the availability of technologies in which automation is used to select a best-fit model, perform feature engineering and improve model performance via hyperparameter optimization. This automation will provide rapid-prototyping of models and allow the Data Scientist to focus their efforts on applying domain knowledge to fine-tune models. This course will take the learner through the creation of an end-to-end automated pipeline built by Watson Studio s AutoAI experiment tool, explaining the underlying technology at work as developed by IBM Research. The focus will be on working with an auto-generated Python notebook. Learners will be provided with test data sets for two use cases. This course is intended for practicing Data Scientists. While it showcases the automated AI capabilies of IBM Watson Studio with AutoAI, the course does not explain Machine Learning or Data Science concepts. In order to be successful, you should have knowledge of: Data Science workflow Data Preprocessing Feature Engineering Machine Learning Algorithms Hyperparameter Optimization Evaluation measures for models Python and scikit-learn library (including Pipeline class)",software prototyping virtual prototyping ansys model optimization machine learning pido rapid prototyping evosuite testbed manual testing data-science machine-learning,Coursera_IT_cleaned,core_it,1.0
"Cleaning, Reshaping, and Expanding Datasets in Python",Coursera Project Network,Unknown,5.0,0.0,https://www.coursera.org/learn/cleaning-reshaping-and-expanding-data-in-python,"It has been said that obtaining and cleaning data constitutes 80% of a data scientists job. Whether it's correcting or replacing missing data, removing duplicate entries, or dealing with outliers, our datasets always require some level of cleaning and reshaping. Doing so improves the accuracy of our results immensely. In this 2 hour project-based course, we will examine a variety of methods to clean, and reshape any dataset. Note: This course works best for learners who are based in the North America region. We re currently working on providing the same experience in other regions.",variance accuracy and precision genetics feature scaling lambda calculus outlier cleaning estimation missing data combine data-science machine-learning,Coursera_IT_cleaned,core_it,1.0
SAS Macro Language,SAS,Advanced,5.0,0.0,https://www.coursera.org/learn/sas-macro-language,"In this course, you learn Advanced techniques within the DATA step and procedures to manipulate data. Course Learning Objectives: (3+ per course) By the end of this course, a learner will be able to ?\tUse additional functions (LAG, FINDC/FINDW, and COUNT/COUNTC/COUNTW). ?\tPerform pattern matching using PRX functions. ?\tProcess repetitive code, rotate data, and perform table lookups using arrays. ?\tPerform table lookups and sort data using hash and hash iterator objects. ?\tCreate numeric templates using the FORMAT procedure. ?\tCreate custom functions using the FCMP procedure.",continuous function pro*c compiler data dependency sql macro (computer science) control flow general-purpose macro processor parameter (computer programming) symbol table computer-science software-development,Coursera_IT_cleaned,core_it,1.0
Containerization Using Docker,Coursera Project Network,Advanced,5.0,0.0,https://www.coursera.org/learn/containerization-using-docker,"Welcome to ""Containerization using Docker"". In this guided project you will learn how to use Docker to create a customised image of your application using Dockerfiles, enable data persistence and will also learn various methods to share your Docker images. Also, the task-based approach that we follow in our guided project will get you a better understanding of basic commands in Docker that comes very handy while working on your real-life project. . Most importantly you will leave this course with more confidence that will get you to work in Docker platform more efficiently. If you have questions about course content, please post them in the forums to get help from others in the course community. For technical problems with the Coursera platform, visit the Learner Help Center. Good luck as you get started, and I hope you enjoy the course! Happy learning !!!!!",project enabling organizational learning extract persistence i-deas learning styles problem-based learning e-nable meta learning information-technology cloud-computing,Coursera_IT_cleaned,core_it,1.0
Simple Nearest Neighbors Regression and Classification,Coursera Project Network,Beginner,5.0,0.0,https://www.coursera.org/learn/simple-nearest-neighbors-regression-and-classification,"In this 2-hour long project-based course, we will explore the basic principles behind the K-Nearest Neighbors algorithm, as well as learn how to implement KNN for decision making in Python. A simple, easy-to-implement supervised machine learning algorithm that can be used to solve both classification and regression problems is the k-nearest neighbors (KNN) algorithm. The fundamental principle is that you enter a known data set, add an unknown data point, and the algorithm will tell you which class corresponds to that unknown data point. The unknown is characterized by a straightforward neighborly vote, where the ""winner"" class is the class of near neighbors. It is most commonly used for predictive decision-making. For instance,: Is a consumer going to default on a loan or not? Will the company make a profit? Should we extend into a certain sector of the market? Note: This course works best for learners who are based in the North America region. We re currently working on providing the same experience in other regions.",principle algorithms regression supervision machine learning genetics decision making hindley milner type system statistical classification hand data-science machine-learning,Coursera_IT_cleaned,core_it,1.0
Web and Mobile Testing with Selenium,University of Minnesota,Intermediate,5.0,0.0,https://www.coursera.org/learn/web-mobile-testing,"Modern applications that we build invariably have touch-points with its users through web-based and mobile platforms. Users interact with the software through these interfaces and the experiences those interfaces provide have a strong influence on the perceived quality of the software. The pace at which modern applications deploy new versions and features call for careful prioritization of testing effort and rapid execution through automation. Techniques and methods for testing of such applications will be the focus of this course. We will cover key concepts relevant to testing of web and mobile platforms, underlying techniques and the use of Selenium as a framework for automating testing of such applications. The learner will gain a solid foundation in web and mobile testing principles and the ability to use a testing framework to automate test execution.",qa & ux manager web software testing security testing selenium web testing mobile app test automation website architecture software quality assurance computer-science software-development,Coursera_IT_cleaned,core_it,1.0
"Programming Languages, Part C",University of Washington,Advanced,5.0,0.0,https://www.coursera.org/learn/programming-languages-part-c,"[As described below, this is Part C of a 3-part course. Participants should complete Parts A and B first -- Part C ""dives right in"" and refers often to material from Part A and Part B.] This course is an introduction to the basic concepts of programming languages, with a strong emphasis on functional programming. The course uses the languages ML, Racket, and Ruby as vehicles for teaching the concepts, but the real intent is to teach enough about how any language fits together to make you more effective programming in any language -- and in learning new ones. This course is neither particularly theoretical nor just about programming specifics -- it will give you a framework for understanding how to use language constructs effectively and how to design correct and elegant programs. By using different languages, you will learn to think more deeply than in terms of the particular syntax of one language. The emphasis on functional programming is essential for learning how to write robust, reusable, composable, and elegant programs. Indeed, many of the most important ideas in modern languages have their roots in functional programming. Get ready to learn a fresh and beautiful way to look at software and how to have fun building it. The course assumes some prior experience with programming, as described in more detail in the first module of Part A. Part B assumes successful completion of Part A. The course is divided into three Coursera courses: Part A, Part B, and Part C. As explained in more detail in the first module of Part A, the overall course is a substantial amount of challenging material, so the three-part format provides two intermediate milestones and opportunities for a pause before continuing. The three parts are designed to be completed in order and set up to motivate you to continue through to the end of Part C. Week 1 of Part A has a more detailed list of topics for all three parts of the course, but it is expected that most course participants will not (yet!) know what all these topics mean.",eulers totient function computer programming closure (computer programming) bounded quantification functional programming subtyping language type system ruby (programming language) ordered pair computer-science software-development,Coursera_IT_cleaned,core_it,1.0
"Programming Languages, Part A",University of Washington,Intermediate,4.9,0.0,https://www.coursera.org/learn/programming-languages,"This course is an introduction to the basic concepts of programming languages, with a strong emphasis on functional programming. The course uses the languages ML, Racket, and Ruby as vehicles for teaching the concepts, but the real intent is to teach enough about how any language fits together to make you more effective programming in any language -- and in learning new ones. This course is neither particularly theoretical nor just about programming specifics -- it will give you a framework for understanding how to use language constructs effectively and how to design correct and elegant programs. By using different languages, you will learn to think more deeply than in terms of the particular syntax of one language. The emphasis on functional programming is essential for learning how to write robust, reusable, composable, and elegant programs. Indeed, many of the most important ideas in modern languages have their roots in functional programming. Get ready to learn a fresh and beautiful way to look at software and how to have fun building it. The course assumes some prior experience with programming, as described in more detail in the first module. The course is divided into three Coursera courses: Part A, Part B, and Part C. As explained in more detail in the first module of Part A, the overall course is a substantial amount of challenging material, so the three-part format provides two intermediate milestones and opportunities for a pause before continuing. The three parts are designed to be completed in order and set up to motivate you to continue through to the end of Part C. The three parts are not quite equal in length: Part A is almost as substantial as Part B and Part C combined. Week 1 of Part A has a more detailed list of topics for all three parts of the course, but it is expected that most course participants will not (yet!) know what all these topics mean.",inference ml (programming language) higher-order function functional programming type inference pattern matching eulers totient function language ?-recursive function computer programming computer-science software-development,Coursera_IT_cleaned,core_it,1.0
iOS Project: Transreality Game,"University of California, Irvine",Advanced,4.9,0.0,https://www.coursera.org/learn/transreality-gaming,"Students will produce a networked game that will leverage sensors on the phone to create a unique gaming experience. The focus of the game will be to make it physical through real-world gestures, motion and knowledge of other players real-world location. To do this students will need to integrate knowledge of graphics, networking, sensors, and user interface design alongside a skill set of tool usage. The final project will involve milestones with opportunities to get ungraded peer review feedback from fellow learners so that they can iterate and improve their game program. The final networked game that the students produce would be something they could showcase in job application materials, in an interview, or offer in the iTunes store.",sap netweaver ios development swift programming edge loop apple keynote kludge game physics prezi software unreal engine computer-science mobile-and-web-development,Coursera_IT_cleaned,core_it,1.0
Creating Models using Smartpls,Coursera Project Network,Beginner,4.9,0.0,https://www.coursera.org/learn/smartpls-Advanced-regression,"In this 1-hour long project-based course, you will learn how to create path models using Smartpls. We will take a project on changing behavior and check if attitudes or subjective norms impact behavior the most. We will learn how to launch this new software, create the model and run it. We will then show you how to interpret the same. Note: This course works best for learners who are based in the North America region. We re currently working on providing the same experience in other regions.",modeling project mine show me! running data analysis utility path (variable) software download upload data-science data-analysis,Coursera_IT_cleaned,core_it,1.0
Improving Your Statistical Questions,Eindhoven University of Technology,Beginner,4.9,0.0,https://www.coursera.org/learn/improving-statistical-questions,"This course aims to help you to ask better statistical questions when performing empirical research. We will discuss how to design informative studies, both when your predictions are correct, as when your predictions are wrong. We will question norms, and reflect on how we can improve research practices to ask more interesting questions. In practical hands on assignments you will learn techniques and tools that can be immediately implemented in your own research, such as thinking about the smallest effect size you are interested in, justifying your sample size, evaluate findings in the literature while keeping publication bias into account, performing a meta-analysis, and making your analyses computationally reproducible. If you have the time, it is recommended that you complete my course 'Improving Your Statistical Inferences' before enrolling in this course, although this course is completely self-contained.",general statistics null hypothesis statistical hypothesis testing estimation p-value approximation error publication bias interpretation a priori effect size data-science probability-and-statistics,Coursera_IT_cleaned,core_it,1.0
Conduct Sales Projections with Seasonality in Google Sheets,Coursera Project Network,Beginner,4.9,0.0,https://www.coursera.org/learn/conduct-sales-projections-with-seasonality-google-sheets,"Sales projections are a powerful tool to aid in meeting demand, allocation of resources, and driving growth for the future. Forecasting techniques can be applied to make realistic predictions of outcomes of everything from sales volume to likelihood of cold-call success given the time of the year. Other than goods that are considered, basic necessities, most sales data demonstrate trends based on the season or period of time in which they occur. There are a multitude of statistical methods that can enhance forecasting by including the factor of seasonality. This course will introduce you to making sales projections with a multiplicative seasonal model. In this course, we will review the principles of forecasting, consider use cases for forecasting with seasonality, build the seasonal index from the ground up, run a forecast with and without seasonality on sales data, and consider the next steps that could be taken with our seasonal forecast. Along the way, you will visualize the data and understand how forecasting with seasonality works. You will do this as we work side-by-side in the free-to-use software Google Sheets. By the end of this course, you will understand use cases for conducting forecasts with seasonality in your workplace and be able to confidently apply seasonality in any spreadsheet software. Note: This course works best for learners who are based in the North America region. We re currently working on providing the same experience in other regions.",machine learning spreadsheet forecasting seasonality software modeling project exploratory data analysis spreadsheet software sales data-science machine-learning,Coursera_IT_cleaned,core_it,1.0
Single Page Web Applications with AngularJS,Johns Hopkins University,Advanced,4.9,0.0,https://www.coursera.org/learn/single-page-web-apps-with-angularjs,"Do you want to write powerful, maintainable, and testable front end applications faster and with less code? Then consider joining this course to gain skills in one of the most popular Single Page Application (SPA) frameworks today, AngularJS. Developed and backed by Google, AngularJS is a very marketable skill to acquire. In this course, we will explore the core design of AngularJS 1.x (latest version of AngularJS 1), its components and code organization techniques. We will enhance the functionality of our web app by utilizing dependency injection to reuse existing services as well as write our own. We will create reusable HTML components that take advantage of AngularJS data binding as well as extend HTML syntax with a very powerful feature of AngularJS called directives. We ll set up routing so our SPA can have multiple views. We will also learn how to unit test our functionality. At the end of this course, you will build a fully functional, well organized and tested web application using AngularJS and deploy it to the cloud.",software web software architecture unit testing angularjs javascript architecture angular capgemini web development computer-science mobile-and-web-development,Coursera_IT_cleaned,core_it,1.0
Manipulate Object Properties with C# in Unity,Coursera Project Network,Beginner,4.9,0.0,https://www.coursera.org/learn/manipulate-object-properties-c-sharp-unity,"In this two-hour, project-based course, you ll use Unity to learn about directly manipulating certain properties of GameObjects, including color, scale and position. In a simple space environment, you'll calculate distances between objects to derive color, use random numbers to teleport, and use Unity s physics engine to engage gravity and make objects bouncy! This Unity guided project is focused on C# coding.",object composition color space object-z c sharp (programming language) object value restful objects distance transform c++ histogram of oriented gradients color balance computer-science software-development,Coursera_IT_cleaned,core_it,1.0
Neural Networks and Deep Learning,DeepLearning.AI,Beginner,4.9,0.0,https://www.coursera.org/learn/neural-networks-deep-learning,"If you want to break into cutting-edge AI, this course will help you do so. Deep learning engineers are highly sought after, and mastering deep learning will give you numerous new career opportunities. Deep learning is also a new ""superpower"" that will let you build AI systems that just weren't possible a few years ago. In this course, you will learn the foundations of deep learning. When you finish this class, you will: - Understand the major technology trends driving Deep Learning - Be able to build, train and apply fully connected deep neural networks - Know how to implement efficient (vectorized) neural networks - Understand the key parameters in a neural network's architecture This course also teaches you how Deep Learning actually works, rather than presenting only a cursory or surface-level description. So after completing it, you will be able to apply deep learning to a your own applications. If you are looking for a job in AI, after this course you will also be able to answer basic interview questions. This is the first course of the Deep Learning Specialization.",deep learning regression human learning backpropagation supply chain python programming computer programming artificial neural networks logistic regression numpy data-science machine-learning,Coursera_IT_cleaned,core_it,1.0
The Fundamentals of Computing Capstone Exam,Rice University,Advanced,4.9,0.0,https://www.coursera.org/learn/fundamentals-of-computing-capstone,"While most specializations on Coursera conclude with a project-based course, students in the ""Fundamentals of Computing"" specialization have completed more than 20+ projects during the first six courses of the specialization. Given that much of the material in these courses is reused from session to session, our goal in this capstone class is to provide a conclusion to the specialization that allows each student an opportunity to demonstrate their individual mastery of the material in the specialization. With this objective in mind, the focus in this Capstone class will be an exam whose questions are updated periodically. This approach is designed to help insure that each student is solving the exam problems on his/her own without outside help. For students that have done their own work, we do not anticipate that the exam will be particularly hard. However, those students who have relied too heavily on outside help in previous classes may have a difficult time. We believe that this approach will increase the value of the Certificate for this specialization.",display devices algorithm design c programming approximation error computer programming computer science theoretical computer science .properties python programming trigonometric integral computer-science software-development,Coursera_IT_cleaned,core_it,1.0
"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization",DeepLearning.AI,Beginner,4.9,0.0,https://www.coursera.org/learn/deep-neural-network,"This course will teach you the ""magic"" of getting deep learning to work well. Rather than the deep learning process being a black box, you will understand what drives performance, and be able to more systematically get good results. You will also learn TensorFlow. After 3 weeks, you will: - Understand industry best-practices for building deep learning applications. - Be able to effectively use the common neural network ""tricks"", including initialization, L2 and dropout regularization, Batch normalization, gradient checking, - Be able to implement and apply a variety of optimization algorithms, such as mini-batch gradient descent, Momentum, RMSprop and Adam, and check for their convergence. - Understand new best-practices for the deep learning era of how to set up train/dev/test sets and analyze bias/variance - Be able to implement a neural network in TensorFlow. This is the second course of the Deep Learning Specialization.",mathematical optimization gradient tensorflow hyperparameter optimization artificial neural networks eulers totient function softmax function hyperparameter deep learning human learning data-science machine-learning,Coursera_IT_cleaned,core_it,1.0
